ZipCode,Region,Division,StateFullName,State,StateANSI,CSA Name,CSA Code,MSA_Name,MSAANSI,County,CountyANSI
501,Northeast,Middle Atlantic,New York,NY,36,"New York-Newark, NY-NJ-CT-PA",408,New York-Northern New Jersey-Long Island NY-NJ-CT-PA,5602,SUFFOLK,103
544,Northeast,Middle Atlantic,New York,NY,36,"New York-Newark, NY-NJ-CT-PA",408,New York-Northern New Jersey-Long Island NY-NJ-CT-PA,5602,SUFFOLK,103
1001,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1002,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1003,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1004,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1005,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1007,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1008,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1009,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1010,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1011,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1012,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1013,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1014,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1020,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1021,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1022,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1026,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1027,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1028,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1029,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1030,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1031,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1032,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1033,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1034,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1035,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1036,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1037,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1038,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1039,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1040,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1041,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1050,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1053,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1054,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1056,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1057,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1059,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1060,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1061,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1062,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1063,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1066,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1068,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1069,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1070,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1071,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1072,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1073,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1074,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1075,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1077,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1079,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1080,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1081,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1082,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1083,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1084,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1085,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1086,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1088,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1089,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1090,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1092,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1093,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1094,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1095,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1096,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPSHIRE,15
1097,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPDEN,13
1098,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1101,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1102,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1103,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1104,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1105,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1106,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1107,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1108,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1109,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1111,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1115,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1116,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1118,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1119,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1128,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1129,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1138,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1139,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1144,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1151,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1152,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1199,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,HAMPDEN,13
1201,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1202,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1203,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1220,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1222,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1223,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1224,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1225,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1226,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1227,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1229,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1230,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1235,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1236,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1237,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1238,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1240,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1242,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1243,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,HAMPSHIRE,15
1244,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1245,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1247,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1252,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1253,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1254,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1255,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1256,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1257,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1258,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1259,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1260,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1262,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1263,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1264,Northeast,New England,Massachusetts,MA,25,,,Pittsfield MA MSA,6320,BERKSHIRE,3
1266,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1267,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1270,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1301,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1302,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1330,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1331,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1337,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1338,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1339,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1340,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1341,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1342,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1343,Northeast,New England,Massachusetts,MA,25,,,,,BERKSHIRE,3
1344,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1346,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1347,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1349,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1350,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1351,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1354,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1355,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1360,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1364,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1366,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1367,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1368,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1370,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1373,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1375,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Springfield MA MSA,8000,FRANKLIN,11
1376,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1378,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1379,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1380,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,,,FRANKLIN,11
1420,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1430,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1431,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1432,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1434,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1436,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1438,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1440,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1441,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1450,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1451,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1452,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1453,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1460,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1462,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1463,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1464,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1467,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1468,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1469,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1470,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1471,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1472,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,MIDDLESEX,17
1473,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1474,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,MIDDLESEX,17
1475,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1501,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1503,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1504,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1505,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1506,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1507,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1508,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1509,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1510,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1515,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1516,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1518,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1519,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1520,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1521,Northeast,New England,Massachusetts,MA,25,"Springfield-Greenfield Town, MA",521,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,HAMPDEN,13
1522,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1523,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1524,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1525,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1526,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1527,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1529,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1531,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1532,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1534,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1535,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,Boston-Worcester-Lawrence MA-NH-ME-CT CMSA,1122,WORCESTER,27
1536,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
1537,Northeast,New England,Massachusetts,MA,25,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,WORCESTER,27
