ZipCode,Region,Division,StateFullName,State,StateANSI,CSA Name,CSA Code,MSA_Name,MSAANSI,County,CountyANSI
99515,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99516,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99517,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99518,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99519,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99520,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99521,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99522,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99523,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99524,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99529,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99530,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99540,West,Pacific,Alaska,AK,2,,,Anchorage AK MSA,380,ANCHORAGE,20
99545,West,Pacific,Alaska,AK,2,,,,,BETHEL,50
99546,West,Pacific,Alaska,AK,2,,,,,ALEUTIANS WEST,16
99547,West,Pacific,Alaska,AK,2,,,,,ALEUTIANS WEST,16
99548,West,Pacific,Alaska,AK,2,,,,,LAKE AND PENINSULA,164
99549,West,Pacific,Alaska,AK,2,,,,,LAKE AND PENINSULA,164
99550,West,Pacific,Alaska,AK,2,,,,,KODIAK ISLAND,150
99551,West,Pacific,Alaska,AK,2,,,,,BETHEL,50
99552,West,Pacific,Alaska,AK,2,,,,,BETHEL,50
99553,West,Pacific,Alaska,AK,2,,,,,ALEUTIANS EAST,13
