"2016-11-12 00:00:13",337190-1010533-qrf6chxe-dc8096
"2016-11-12 00:00:54",336496-1010533-padwj821-c9271c
"2016-11-12 00:01:53",337711-1010533-75wy3kr8-6943d7
"2016-11-12 00:09:47",337687-1010538-nqx9wez1-155932
"2016-11-12 00:09:49",337089-894261-rjw7pt51-716f42
"2016-11-12 00:11:09",336578-4977-bdkezfxj-3ec990
"2016-11-12 00:12:04",336389-1037899-ufca6neh-fc5bdb
"2016-11-12 00:12:33",337651-1037899-xkz4t5ru-2979e3
"2016-11-12 00:13:04",337687-1037899-hypu7deb-57ca30
"2016-11-12 00:15:58",336592-1101138-t8cv5f23-00b6ee
"2016-11-12 00:16:41",337720-1039269-r7nd8m5k-86165b
"2016-11-12 00:18:07",336686-842531-yv2wezsb-4bd8e1
"2016-11-12 00:18:24",337687-817752-ra3x8we9-d06b1c
"2016-11-12 00:18:54",337588-339053-dhnc4sv5-39af41
"2016-11-12 00:19:04",329538-1039269-b92xfvgk-8cac5a
"2016-11-12 00:19:38",337588-1039269-xehc6j8a-93c0b2
"2016-11-12 00:19:57",337588-828154-utmar2es-5a910c
"2016-11-12 00:22:54",337232-1039269-s7wuabc6-5498a9
"2016-11-12 00:23:24",337738-1039269-m4j7vh58-6559fb
"2016-11-12 00:24:14",336686-604124-fx9gzdtr-4bd8b8
"2016-11-12 00:26:44",337687-887465-xkmfgdba-313ec3
"2016-11-12 00:27:58",337687-1039269-sucfpyqd-826a96
"2016-11-12 00:28:39",336578-450522-trnkg9qc-137a33
"2016-11-12 00:29:22",330912-1039269-nqdsc738-808aee
"2016-11-12 00:30:14",332320-697401-amx6cpu7-dcc027
"2016-11-12 00:32:51",337651-654316-dnt4u8mj-f8dcd9
"2016-11-12 00:32:58",337687-654316-b8m4p97h-51a425
"2016-11-12 00:33:15",337687-1039418-z1ndxye8-a1c503
"2016-11-12 00:36:17",329538-341023-v42dewp5-fce8ba
"2016-11-12 00:37:38",337739-1048715-x4vbk6f9-6b8720
"2016-11-12 00:39:11",336686-792446-j6gf8rhb-449f1f
"2016-11-12 00:40:21",337722-824115-kwuzq6cy-d883ac
"2016-11-12 00:40:49",337687-1077080-qunk21wj-9dc6ff
"2016-11-12 00:41:21",337687-824115-ve6zj5s2-587cd5
"2016-11-12 00:42:46",337739-341023-nk9vz7wu-a2404a
"2016-11-12 00:43:25",337753-1077080-ejy8dcng-a83083
"2016-11-12 00:43:46",337739-1077080-zpqask1c-82f2de
"2016-11-12 00:44:12",337722-911125-amkg9p54-d7a26a
"2016-11-12 00:44:20",336936-1077080-8ehv6zu1-68c5c4
"2016-11-12 00:44:21",337651-911125-t2cgvr8m-6e9699
"2016-11-12 00:44:32",337687-911125-g7q5aktx-834772
"2016-11-12 00:44:46",337741-654314-qbm12ps9-386050
"2016-11-12 00:48:41",337756-887445-29swujrh-b88561
"2016-11-12 00:48:44",325820-561142-qgfb6jpe-a6cee5
"2016-11-12 00:48:54",337722-887445-cgt2uyvr-1c436a
"2016-11-12 00:49:03",337687-887445-wqjsvkfx-2c7db0
"2016-11-12 00:49:05",330866-670207-yh62d7g3-d271d5
"2016-11-12 00:49:13",337753-887445-w4bz13mt-234e39
"2016-11-12 00:50:40",330866-697401-9pnhtj3f-f0be05
"2016-11-12 00:50:57",337722-851415-a4176wbg-860121
"2016-11-12 00:52:21",337588-798807-r14d23x8-0f24a7
"2016-11-12 00:52:39",337722-962975-jm97nbz1-60645f
"2016-11-12 00:54:13",337722-885263-dhaytzmg-8e32f7
"2016-11-12 00:54:27",337651-885263-vruq7fp1-2a48d1
"2016-11-12 00:56:12",337756-817752-k3tdgyrz-2f7be6
"2016-11-12 00:56:24",336389-817752-jdc8hb3a-a06e26
"2016-11-12 00:56:34",337651-817752-vm56t79z-86429d
"2016-11-12 00:57:20",337588-783926-gc21eb4m-37caf2
"2016-11-12 00:58:00",337687-1010533-7sj9k3c5-c41413
"2016-11-12 00:58:40",337756-955004-fxse3qk9-f40694
"2016-11-12 00:58:49",337722-955004-e38nb4xv-1b85af
"2016-11-12 00:59:02",336389-955004-stku16hm-8f00ca
"2016-11-12 00:59:21",337687-955004-aj9vxhgc-715c66
"2016-11-12 01:00:49",337741-1039269-tvgeq1d8-3818f0
"2016-11-12 01:01:19",337687-1058910-zpr9esm2-1f853a
"2016-11-12 01:01:47",337588-772088-q1dbh3pc-c9c61f
"2016-11-12 01:02:46",337756-882405-4g3rh8bp-d83189
"2016-11-12 01:03:47",337739-964313-msq9h2vx-a4f9d1
"2016-11-12 01:04:42",337741-1039418-huyfdk4b-662c1d
"2016-11-12 01:05:35",336578-391473-vu5neyct-bbcc5d
"2016-11-12 01:07:06",333414-13573-uxf5tprn-359c6c
"2016-11-12 01:07:21",337588-773786-c8m4f25w-958121
"2016-11-12 01:08:11",337369-13573-gh3jky9r-a40355
"2016-11-12 01:08:13",337739-881173-wn74bmux-168a92
"2016-11-12 01:09:28",337588-654316-t8ckfsnj-70b1ab
"2016-11-12 01:13:18",337089-13573-6vkurfqt-6b4fae
"2016-11-12 01:15:22",337768-13573-z7kfsqnd-5a5f41
"2016-11-12 01:17:01",337771-13573-es8uzg39-edb0fd
"2016-11-12 01:17:53",331760-491937-d38k6whm-647e9e
"2016-11-12 01:18:13",331760-491937-1dutrmh3-5d342c
"2016-11-12 01:18:27",331760-491937-pwtg5hzs-e3ee33
"2016-11-12 01:18:41",331760-491937-xnse462c-2445d0
"2016-11-12 01:18:53",331760-491937-gmx69b81-85f3b6
"2016-11-12 01:19:16",337756-887465-bum7gvw5-fba13b
"2016-11-12 01:19:29",331760-491937-vtus68z3-b519d5
"2016-11-12 01:19:53",331760-491937-jnpxhk7d-8056bd
"2016-11-12 01:21:29",337237-13573-2x6w4y8z-8d9d29
"2016-11-12 01:21:36",337169-13573-2wy4pdvb-f68aea
"2016-11-12 01:22:50",330866-999302-hm4jayr7-b8b499
"2016-11-12 01:24:53",337651-374253-mue2v7tn-ae7f47
"2016-11-12 01:25:56",335328-61740-7h836gnj-49eb70
"2016-11-12 01:26:08",337742-1100171-h9fuaekp-cffcd2
"2016-11-12 01:26:12",337756-824115-r9d2efx7-77a07d
"2016-11-12 01:26:22",335435-13573-mf25c46v-9f73ae
"2016-11-12 01:28:31",337739-52110-5n7jb8yf-c429ed
"2016-11-12 01:31:30",336578-499474-3vy8e5n4-b630b1
"2016-11-12 01:32:30",337742-485011-v1598uxs-b9f4b9
"2016-11-12 01:36:47",337492-1053419-jasn7f6t-f6335c
"2016-11-12 01:38:59",331761-13573-2brg6mnz-5a27d2
"2016-11-12 01:39:50",337588-887445-2w1qdg5v-818885
"2016-11-12 01:41:11",337739-1082555-zwnk45y3-5612fc
"2016-11-12 01:42:11",337742-971581-km8u471j-0a9ddb
"2016-11-12 01:46:55",331761-13573-vyxm97ub-14d58b
"2016-11-12 01:48:01",337588-971086-cfjmdw1p-475710
"2016-11-12 01:48:29",337739-925211-p84ke251-704f85
"2016-11-12 01:49:29",337801-925211-bh31fqdr-6779b2
"2016-11-12 01:50:18",331761-13573-v9cnkuft-3dfdd6
"2016-11-12 01:51:16",337801-1088706-x7yq359a-d5d361
"2016-11-12 01:51:36",337739-1088706-31gjxrwt-9104e8
"2016-11-12 01:52:17",330912-1088706-gm9v76qd-d12b40
"2016-11-12 01:53:49",330912-925211-jvygd78w-362b1f
"2016-11-12 01:55:24",336686-216684-qks9upb8-29e45f
"2016-11-12 01:59:18",336686-187535-9ktxgfep-39d6e0
"2016-11-12 02:03:57",337588-1077080-mxn72zud-d1c8d7
"2016-11-12 02:06:29",337492-1017037-dnuhzqcy-7b2e26
"2016-11-12 02:07:13",336686-646698-s3w1x4u9-7f059e
"2016-11-12 02:12:56",336578-576402-frk7axcb-db59a8
"2016-11-12 02:13:01",336578-136686-sgzd7jwf-48c784
"2016-11-12 02:22:20",337496-654316-876vhc13-c21701
"2016-11-12 02:24:53",337739-172179-425hurx9-017a98
"2016-11-12 02:26:08",337496-654314-v7smkur5-6da471
"2016-11-12 02:27:03",332597-964206-h1pq3y7z-5bb895
"2016-11-12 02:27:36",337813-494210-wqpsykxg-54cf5c
"2016-11-12 02:27:57",336578-31675-gsauer2m-3a1e69
"2016-11-12 02:28:17",337815-494210-8wyzptax-7b8972
"2016-11-12 02:29:29",337739-533203-edy2p6qw-f066d6
"2016-11-12 02:30:42",336578-29994-p9wf1rac-047645
"2016-11-12 02:33:17",336014-172179-u1mf8ez4-91d5ff
"2016-11-12 02:34:34",332320-1041855-z3kexw85-c0b2a8
"2016-11-12 02:34:49",337477-172179-cgjs51ut-f97081
"2016-11-12 02:34:55",336757-1041855-v59bg6em-836feb
"2016-11-12 02:37:49",337739-773762-rd2u9mp1-47c33a
"2016-11-12 02:38:06",332320-434326-3nxkjw41-66ada8
"2016-11-12 02:38:28",332320-363537-bturfpk7-f67b98
"2016-11-12 02:38:44",337281-872640-6bmc7vhz-630738
"2016-11-12 02:39:16",332320-369824-bxhvgduy-921c57
"2016-11-12 02:39:26",336578-609277-ykajgx81-36f1f6
"2016-11-12 02:40:28",337496-882405-ybsh9nqk-f4287e
"2016-11-12 02:40:41",336014-773762-ag2ebm91-45d872
"2016-11-12 02:40:51",337477-773762-17gwxr4z-c173e1
"2016-11-12 02:43:04",337818-945121-xn2bec85-e4eb86
"2016-11-12 02:47:23",333933-526171-4ja6kwpb-ba9c9e
"2016-11-12 02:48:47",337132-1014422-h4m983by-5ba5b6
"2016-11-12 02:49:10",337771-1014422-v18njdbm-6fe95d
"2016-11-12 02:52:15",329366-871777-9g1hep3r-6f686e
"2016-11-12 02:57:24",337739-449213-bc8mfkh4-358e16
"2016-11-12 02:57:46",337588-763406-f147b8nr-cf1db6
"2016-11-12 03:11:59",337739-151861-x6np1ufm-d672f9
"2016-11-12 03:19:14",337739-758391-btz61h7e-c78014
"2016-11-12 03:21:58",337723-634209-j3kzmftx-994f4c
"2016-11-12 03:24:58",337588-933741-afgbv3qe-621322
"2016-11-12 03:25:36",337723-643635-z8j2pbrt-81c090
"2016-11-12 03:26:59",337739-686465-uvnk97yt-e69ed3
"2016-11-12 03:27:07",337723-686465-p1avrnkb-d3904f
"2016-11-12 03:27:55",337588-1109166-aej9nt6k-4a2553
"2016-11-12 03:28:58",337496-691532-7bku6gnt-fb8fac
"2016-11-12 03:29:08",337739-691532-cbtfgnm8-1ae892
"2016-11-12 03:30:24",337588-817820-3r8yj46g-f7b589
"2016-11-12 03:37:31",337477-691532-jbrz93de-2350bb
"2016-11-12 03:37:31",336578-168829-wus5tvhc-2701f5
"2016-11-12 03:39:43",336578-139555-z2vgqr8s-359d89
"2016-11-12 03:41:05",337588-677724-1g32vn94-7ef3c6
"2016-11-12 03:46:22",337844-945121-tk6vpn5d-a72ca3
"2016-11-12 03:48:50",337588-19884-3wrc46xt-c5cfef
"2016-11-12 03:49:37",337739-726666-5ynqkmw6-23786c
"2016-11-12 03:49:44",336937-726666-hzgtsyej-5fff72
"2016-11-12 03:54:25",337814-882405-hq81guzm-3c2be4
"2016-11-12 03:54:41",337814-567148-txwj5u28-833a7d
"2016-11-12 04:02:59",336937-887465-xdwn3kjb-04b5f4
"2016-11-12 04:03:17",337739-1080836-k7anmqzv-2f7dfb
"2016-11-12 04:03:54",335328-1030540-rqhdfwna-a7c4cc
"2016-11-12 04:04:07",337756-893280-utw7q4k8-812087
"2016-11-12 04:06:58",337496-824115-e64j7zq9-76406b
"2016-11-12 04:07:20",336937-1080836-z1c7nq93-ea8778
"2016-11-12 04:07:30",336686-1080836-5wfpmx8c-2aec68
"2016-11-12 04:07:39",337477-1080836-pdzf3mrw-f42794
"2016-11-12 04:07:47",336937-644852-1xk62grb-aa90b5
"2016-11-12 04:09:11",337588-911125-rqn7meyu-6254c0
"2016-11-12 04:09:58",337843-945121-t84yzp16-db6163
"2016-11-12 04:10:03",337756-911125-e39xwvmj-65342c
"2016-11-12 04:11:34",336937-1088815-yc4xun1v-467aa6
"2016-11-12 04:11:44",336686-810413-1k7d6q2f-30c801
"2016-11-12 04:11:59",337477-1088815-csrq8vn1-834424
"2016-11-12 04:12:37",337739-873137-9n527fhq-fe9908
