id,partner_id,partner_question_id,partner_question_name,question_type,logic_group,order,skipped_answer_id,ignore,behavior,created
168,0,46800,Political_FEC_09_10,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
169,0,46801,Political_FEC_11_12,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
170,0,46802,Political_FEC_13_14,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
171,0,46803,Political_2006_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
172,0,46804,Political_2007_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
173,0,46805,Political_2009_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
174,0,46806,Political_2010_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
175,0,46807,Political_2011_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
176,0,46808,Political_2013_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
177,0,46809,Political_2014_Voter,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
178,0,46811,Political_Runoff_2006,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
179,0,46812,Political_Runoff_2008,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
180,0,46814,Political_Runoff_2009,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
181,0,46815,Political_Runoff_2010,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
182,0,46816,Political_Runoff_2011,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
183,0,46817,Political_Runoff_2012,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
184,0,46818,Political_Runoff_2013,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
185,0,46820,Political_Runoff_2014,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
186,0,46825,Political_Primary_2006,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
187,0,46826,Political_Primary_2007,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
188,0,46827,Political_Primary_2008,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
189,0,46828,Political_Primary_2009,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
190,0,46829,Political_Primary_2010,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
191,0,46830,Political_Primary_2011,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
192,0,46831,Political_Primary_2012,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
193,0,46832,Political_Primary_2013,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
194,0,46833,Political_Primary_2014,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
195,0,46834,Political_Registration_Date,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
196,0,46835,Political_State_Contributor,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
197,0,46836,Political_Voter_Count,Dummy,NULL,NULL,NULL,1,NULL,2016-07-13 00:10:42
198,0,48740,STANDARD_HHI_US_v2,Single Punch,NULL,NULL,NULL,0,prefer,2016-07-13 00:10:42
